Date,Mkt-RF,SMB,HML,RF
-0--3-92--,0.56,-0.06,-0.09,0.01
-0--0-92--,-0.03,0.02,0.03,0.01
-0--0-92--,-0.23,-0.04,0.12,0.01
-0--0-92--,-0.27,-0.33,0.08,0.01
-0--0-92--,-0.37,-0.09,-0.09,0.01
-0--0-92--,-0.58,0.34,-0.07,0.01
-0--1-92--,-1.02,0.01,0.09,0.01
-0--1-92--,-0.8,-0.09,0.1,0.01
-0--1-92--,-0.43,-0.17,-0.12,0.01
-0--1-92--,0.26,-0.56,-0.04,0.01
-0--1-92--,0.38,-0.52,-0.16,0.01
-0--1-92--,0.51,-0.31,-0.01,0.01
-0--1-92--,-0.76,0.43,-0.03,0.01
-0--1-92--,-0.05,-0.26,-0.22,0.01
-0--2-92--,0.87,-0.73,-0.22,0.01
-0--2-92--,1.84,-0.99,-0.28,0.01
-0--2-92--,0.69,0.14,-0.33,0.01
-0--2-92--,-0.69,0.59,0.16,0.01
-0--2-92--,0.14,-0.12,-0.15,0.01
-0--2-92--,1.53,-0.54,-0.27,0.01
-0--2-92--,1.27,-0.07,0.03,0.01
-0--3-92--,0.2,0.6,-0.18,0.01
-0--0-92--,0.0,0.4,-0.43,0.01
-0--0-92--,-0.21,0.02,0.09,0.01
-0--0-92--,0.83,-1.21,-0.55,0.01
-0--0-92--,0.72,-0.16,-0.17,0.01
-0--0-92--,-0.31,0.24,0.14,0.01
-0--0-92--,-0.46,0.39,0.14,0.01
-0--0-92--,-0.12,-0.5,-0.3,0.01
-0--1-92--,0.48,0.15,-0.24,0.01
-0--1-92--,-1.6,0.55,-0.06,0.01
-0--1-92--,0.89,-1.06,-0.07,0.01
-0--1-92--,-0.93,0.5,0.08,0.01
-0--1-92--,-1.75,-0.1,0.01,0.01
-0--1-92--,0.97,-0.49,0.13,0.01
-0--1-92--,0.2,-0.46,0.08,0.01
-0--2-92--,0.02,0.35,0.0,0.01
-0--2-92--,0.18,-0.08,0.0,0.01
-0--2-92--,0.18,-0.1,-0.05,0.01
-0--2-92--,0.37,-0.08,-0.39,0.01
-0--2-92--,-0.49,0.34,0.59,0.01
-0--2-92--,-0.13,0.49,0.08,0.01
-0--2-92--,0.31,0.07,-0.26,0.01
-0--3-92--,-0.47,0.62,0.18,0.01
-1--0-92--,-0.58,-0.32,0.24,0.01
-1--0-92--,-0.48,0.35,0.11,0.01
-1--0-92--,-1.73,0.28,0.11,0.01
-1--0-92--,0.18,-0.37,-0.23,0.01
-1--0-92--,-0.29,0.09,-0.07,0.01
-1--0-92--,-0.22,-0.33,-0.37,0.01
-1--0-92--,-0.48,0.37,0.28,0.01
-1--1-92--,1.09,-0.54,-0.12,0.01
-1--1-92--,0.57,-0.36,-0.19,0.01
-1--1-92--,-0.03,0.2,-0.02,0.01
-1--1-92--,0.25,-0.11,0.01,0.01
-1--1-92--,-0.27,0.04,-0.1,0.01
-1--1-92--,-0.54,0.18,-0.29,0.01
-1--2-92--,-0.25,-0.35,0.03,0.01
-1--2-92--,0.2,0.01,0.0,0.01
-1--2-92--,0.59,0.09,0.1,0.01
-1--2-92--,-0.22,0.01,0.0,0.01
-1--2-92--,-0.22,-0.08,0.14,0.01
-1--2-92--,0.24,-0.15,-0.03,0.01
-1--2-92--,-0.41,0.32,-0.07,0.01
-1--2-92--,-0.06,0.15,-0.26,0.01
-1--3-92--,-0.33,0.16,0.23,0.01
-1--0-92--,0.0,-0.42,-0.21,0.01
-1--0-92--,0.34,0.08,0.22,0.01
-1--0-92--,-0.3,-0.05,-0.03,0.01
-1--0-92--,0.07,0.18,-0.38,0.01
-1--0-92--,-0.58,0.39,-0.28,0.01
-1--0-92--,-0.7,0.35,0.02,0.01
-1--1-92--,0.31,-0.22,-0.23,0.01
-1--1-92--,0.33,0.19,-0.36,0.01
-1--1-92--,0.34,-0.41,0.17,0.01
-1--1-92--,0.04,0.38,-0.06,0.01
-1--1-92--,-1.04,0.36,-0.12,0.01
-1--1-92--,-0.39,-0.03,0.33,0.01
-1--1-92--,1.39,-0.79,-0.72,0.01
-1--1-92--,0.41,0.06,-0.3,0.01
-1--2-92--,-0.09,-0.06,-0.15,0.01
-1--2-92--,-0.16,0.24,-0.03,0.01
-1--2-92--,0.41,-0.1,-0.03,0.01
-1--2-92--,0.58,0.02,0.1,0.01
-1--2-92--,0.14,-0.05,0.12,0.01
-1--2-92--,0.15,-0.01,0.01,0.01
-1--3-92--,0.57,-0.11,0.18,0.01
-1--0-92--,0.08,0.37,0.06,0.01
-1--0-92--,-0.2,0.27,0.06,0.01
-1--0-92--,-0.18,0.1,-0.2,0.01
-1--0-92--,0.02,-0.01,-0.06,0.01
-1--0-92--,1.06,-0.15,-0.16,0.01
-1--0-92--,0.25,-0.16,0.13,0.01
-1--0-92--,-0.32,0.01,0.19,0.01
-1--1-92--,-0.03,-0.21,0.25,0.01
-1--1-92--,-0.26,0.23,0.0,0.01
-1--1-92--,-0.04,0.15,0.03,0.01
-1--1-92--,-0.05,-0.22,-0.17,0.01
-1--1-92--,0.15,0.02,0.27,0.01
-1--1-92--,0.64,-0.2,-0.33,0.01
-1--1-92--,0.86,-0.62,-0.18,0.01
-1--2-92--,0.2,-0.1,0.04,0.01
-1--2-92--,-0.21,-0.36,0.31,0.01
-1--2-92--,-0.21,0.26,0.29,0.01
-1--2-92--,0.19,0.07,0.01,0.01
-1--2-92--,-0.16,0.12,0.11,0.01
-1--2-92--,-0.86,0.21,0.19,0.01
-1--2-92--,0.18,0.12,-0.02,0.01
-1--3-92--,-0.25,0.67,0.16,0.01
-1--3-92--,-0.09,0.73,0.0,0.01
-0--0-93--,0.0,0.0,0.01,0.01
-0--0-93--,-0.52,-0.19,0.2,0.01
-0--0-93--,0.39,0.21,0.24,0.01
-0--0-93--,-0.29,0.39,0.3,0.01
-0--0-93--,-0.41,0.46,0.21,0.01
-0--0-93--,-0.52,0.23,-0.03,0.01
-0--1-93--,0.22,0.23,0.09,0.01
-0--1-93--,-0.18,-0.01,0.08,0.01
-0--1-93--,-0.08,0.09,-0.04,0.01
-0--1-93--,0.39,-0.04,0.12,0.01
-0--1-93--,0.13,0.05,0.13,0.01
-0--1-93--,0.48,0.02,0.49,0.01
-0--1-93--,0.02,0.1,0.69,0.01
-0--2-93--,-0.07,0.4,0.23,0.01
-0--2-93--,-0.1,-0.18,-0.11,0.01
-0--2-93--,0.26,0.1,0.23,0.01
-0--2-93--,0.72,0.25,-0.11,0.01
-0--2-93--,0.25,-0.04,0.18,0.01
-0--2-93--,-0.58,-0.2,0.35,0.01
-0--2-93--,0.53,-0.47,-0.1,0.01
-0--2-93--,-0.31,0.18,0.05,0.01
-0--0-93--,0.11,-0.27,0.08,0.01
-0--0-93--,0.03,0.23,0.21,0.01
-0--0-93--,0.67,-0.14,-0.07,0.01
-0--0-93--,0.17,-0.03,0.46,0.01
-0--0-93--,0.33,-0.32,0.59,0.01
-0--0-93--,0.09,0.09,0.27,0.01
-0--0-93--,-0.17,0.12,0.2,0.01
-0--1-93--,-0.03,0.03,-0.06,0.01
-0--1-93--,0.22,0.06,0.04,0.01
-0--1-93--,-0.18,0.05,0.26,0.01
-0--1-93--,0.23,-0.22,0.0,0.01
-0--1-93--,-0.79,0.06,0.49,0.01
-0--1-93--,-0.09,-0.46,0.23,0.01
-0--1-93--,0.23,0.3,0.1,0.01
-0--1-93--,0.4,-0.04,0.56,0.01
-0--2-93--,0.45,-0.52,0.94,0.01
-0--2-93--,-0.4,0.19,-0.24,0.01
-0--2-93--,0.08,-0.11,-0.55,0.01
-0--2-93--,0.18,-0.06,0.05,0.01
-0--2-93--,0.32,-0.22,-0.01,0.01
-0--0-93--,0.03,0.1,0.13,0.01
-0--0-93--,0.89,-0.27,-0.34,0.01
-0--0-93--,0.53,0.14,-0.18,0.01
-0--0-93--,-0.25,0.39,0.06,0.01
-0--0-93--,-0.39,0.12,-0.02,0.01
-0--0-93--,2.07,-1.23,-0.05,0.01
-0--0-93--,0.17,-0.03,0.23,0.01
-0--1-93--,0.24,-0.08,0.05,0.01
-0--1-93--,-0.05,0.29,0.16,0.01
-0--1-93--,-0.53,0.54,-0.05,0.01
-0--1-93--,0.0,0.16,-0.17,0.01
-0--1-93--,0.31,0.18,0.09,0.01
-0--1-93--,-0.05,-0.13,0.39,0.01
-0--1-93--,1.91,-0.72,0.14,0.01
-0--1-93--,-0.1,0.14,0.31,0.01
-0--2-93--,-0.29,-0.11,0.19,0.01
-0--2-93--,-0.39,0.15,0.17,0.01
-0--2-93--,-0.49,0.15,0.08,0.01
-0--2-93--,0.66,-0.19,0.07,0.01
-0--2-93--,0.75,0.24,0.78,0.01
-0--2-93--,0.78,-0.18,0.19,0.01
-0--3-93--,0.35,0.2,-0.23,0.01
-0--3-93--,0.37,0.45,-0.25,0.01
-0--0-93--,1.01,-0.5,-0.3,0.01
-0--0-93--,0.1,-0.52,0.4,0.01
-0--0-93--,0.5,-0.33,0.62,0.01
-0--0-93--,-0.81,0.17,0.65,0.01
-0--0-93--,0.79,-0.51,0.42,0.01
-0--0-93--,0.43,-0.03,0.44,0.01
-0--0-93--,0.0,0.51,0.01,0.01
-0--1-93--,0.66,-0.21,-0.14,0.01
-0--1-93--,1.39,-0.4,0.21,0.01
-0--1-93--,-0.43,0.66,0.48,0.01
-0--1-93--,-0.21,0.37,0.13,0.01
-0--1-93--,-0.4,0.35,0.4,0.01
-0--1-93--,0.33,0.04,-0.13,0.01
-0--2-93--,-0.16,0.29,-0.33,0.01
-0--2-93--,-0.43,0.39,-0.21,0.01
-0--2-93--,-0.1,0.35,0.03,0.01
-0--2-93--,-0.16,0.15,-0.14,0.01
-0--2-93--,-0.09,0.02,-0.02,0.01
-0--2-93--,0.41,-0.68,-0.32,0.01
-0--2-93--,0.45,0.16,0.55,0.01
-0--2-93--,0.1,0.2,-0.11,0.01
-0--3-93--,0.85,0.05,0.15,0.01
-0--0-93--,0.28,-0.07,-0.14,0.01
-0--0-93--,0.47,0.22,-0.17,0.01
-0--0-93--,0.06,0.22,-0.22,0.01
-0--0-93--,-0.06,0.71,0.02,0.01
-0--0-93--,-0.21,0.41,-0.27,0.01
-0--1-93--,-0.38,-0.07,-0.23,0.01
-0--1-93--,0.33,0.6,0.11,0.01
-0--1-93--,-0.41,0.56,0.27,0.01
-0--1-93--,-0.54,0.42,0.36,0.01
-0--1-93--,0.42,0.25,-0.38,0.01
-0--1-93--,-0.11,-0.11,-0.26,0.01
-0--1-93--,-0.45,0.25,0.1,0.01
-0--1-93--,0.85,-0.42,-0.37,0.01
-0--2-93--,0.34,-0.06,-0.25,0.01
-0--2-93--,0.04,0.25,0.2,0.01
-0--2-93--,0.0,0.04,0.05,0.01
-0--2-93--,0.89,0.03,-0.01,0.01
-0--2-93--,1.09,-0.2,-0.24,0.01
-0--2-93--,0.92,0.32,-0.06,0.01
-0--2-93--,0.05,0.52,0.0,0.01
-0--3-93--,-0.47,0.29,0.04,0.01
-0--0-93--,0.26,-0.1,-0.04,0.01
-0--0-93--,-0.01,-0.05,0.14,0.01
-0--0-93--,0.51,-0.17,0.29,0.01
-0--0-93--,-1.03,0.47,0.18,0.01
-0--0-93--,0.14,0.0,-0.13,0.01
-0--0-93--,-0.32,-0.11,0.07,0.01
-0--0-93--,0.15,-0.19,0.08,0.01
-0--1-93--,0.11,-0.1,-0.27,0.01
-0--1-93--,0.21,-0.15,-0.08,0.01
-0--1-93--,0.46,-0.23,-0.29,0.01
-0--1-93--,-1.48,0.23,0.0,0.01
-0--1-93--,-0.59,-0.35,0.23,0.01
-0--1-93--,-0.27,-0.07,-0.03,0.01
-0--1-93--,-1.34,0.35,0.4,0.01
-0--2-93--,-1.37,-0.35,0.35,0.01
-0--2-93--,0.27,-0.43,0.12,0.01
-0--2-93--,0.55,0.04,-0.22,0.01
-0--2-93--,0.59,-0.22,-0.31,0.01
-0--2-93--,0.9,0.19,-0.18,0.01
-0--2-93--,1.07,-0.29,0.07,0.01
-0--2-93--,-0.37,0.55,-0.06,0.01
-0--3-93--,-0.5,0.08,0.08,0.01
-0--0-93--,0.54,-0.04,0.19,0.01
-0--0-93--,-0.95,0.66,-0.09,0.01
-0--0-93--,-0.23,0.01,-0.01,0.01
-0--0-93--,-0.2,0.04,0.19,0.01
-0--0-93--,0.24,-0.27,0.17,0.01
-0--0-93--,0.39,-0.47,-0.05,0.01
-0--0-93--,-0.24,-0.08,0.05,0.01
-0--1-93--,0.23,-0.22,0.01,0.01
-0--1-93--,1.0,-0.32,-0.1,0.01
-0--1-93--,0.45,0.16,-0.27,0.01
-0--1-93--,-0.46,0.15,0.28,0.01
-0--1-93--,0.2,-0.19,0.58,0.01
-0--1-93--,-0.31,0.13,0.21,0.01
-0--2-93--,0.07,0.11,-0.16,0.01
-0--2-93--,-0.11,-0.06,0.02,0.01
-0--2-93--,0.41,-0.41,0.05,0.01
-0--2-93--,-0.83,0.33,-0.13,0.01
-0--2-93--,0.55,-0.41,0.09,0.01
-0--2-93--,0.26,-0.3,0.05,0.01
-0--2-93--,0.16,0.32,0.09,0.01
-0--2-93--,0.67,-0.76,-0.01,0.01
-0--3-93--,0.42,0.1,0.16,0.01
-0--0-93--,0.75,0.02,-0.11,0.01
-0--0-93--,0.19,0.22,0.09,0.01
-0--0-93--,0.21,-0.05,0.11,0.01
-0--0-93--,-0.11,0.04,0.0,0.01
-0--0-93--,0.16,0.13,0.16,0.01
-0--0-93--,0.12,-0.14,0.12,0.01
-0--1-93--,-0.23,0.12,0.25,0.01
-0--1-93--,0.86,-0.41,0.18,0.01
-0--1-93--,0.31,-0.02,0.34,0.01
-0--1-93--,0.39,0.03,0.21,0.01
-0--1-93--,0.8,-0.04,-0.23,0.01
-0--1-93--,0.24,-0.02,-0.21,0.01
-0--1-93--,0.51,0.35,-0.17,0.01
-0--1-93--,-1.57,0.79,-0.06,0.01
-0--2-93--,0.41,0.14,0.19,0.01
-0--2-93--,-0.23,0.0,-0.02,0.01
-0--2-93--,0.12,-0.01,-0.07,0.01
-0--2-93--,-0.16,0.0,0.39,0.01
-0--2-93--,0.57,-0.12,0.06,0.01
-0--2-93--,0.55,-0.1,-0.03,0.01
-0--3-93--,0.21,-0.14,0.08,0.01
-0--3-93--,0.19,0.02,-0.19,0.01
-0--0-93--,-0.22,0.38,-0.06,0.01
-0--0-93--,-0.15,0.3,-0.15,0.01
-0--0-93--,0.78,0.11,0.11,0.01
-0--0-93--,0.01,0.14,0.03,0.01
-0--0-93--,-0.45,0.08,0.12,0.01
-0--0-93--,-0.87,-0.01,0.09,0.01
-0--0-93--,0.22,0.2,0.18,0.01
-0--1-93--,0.18,0.11,-0.08,0.01
-0--1-93--,0.15,-0.34,0.21,0.01
-0--1-93--,-0.38,-0.09,0.15,0.01
-0--1-93--,-0.01,0.26,-0.19,0.01
-0--1-93--,-0.21,0.14,-0.08,0.01
-0--1-93--,-0.22,0.03,-0.02,0.01
-0--2-93--,-0.4,0.3,0.17,0.01
-0--2-93--,-0.95,-0.3,-0.05,0.01
-0--2-93--,-0.07,0.19,-0.24,0.01
-0--2-93--,0.22,0.02,-0.22,0.01
-0--2-93--,0.1,0.0,0.09,0.01
-0--2-93--,0.38,-0.08,0.14,0.01
-0--2-93--,0.59,-0.14,0.1,0.01
-0--2-93--,-0.21,0.22,0.05,0.01
-0--3-93--,-0.43,0.31,-0.08,0.01
-1--0-93--,0.5,-0.3,0.06,0.01
-1--0-93--,0.34,-0.11,0.0,0.01
-1--0-93--,0.19,-0.12,0.06,0.01
-1--0-93--,0.64,-0.04,0.02,0.01
-1--0-93--,-0.08,0.24,0.04,0.01
-1--0-93--,0.2,0.04,0.04,0.01
-1--1-93--,0.1,0.19,-0.1,0.01
-1--1-93--,0.09,0.25,-0.2,0.01
-1--1-93--,-0.17,0.23,-0.15,0.01
-1--1-93--,-0.14,-0.03,-0.58,0.01
-1--1-93--,0.64,-0.37,-0.17,0.01
-1--1-93--,-0.4,-0.1,0.0,0.01
-1--1-93--,-0.37,-0.2,0.32,0.01
-1--2-93--,0.09,-0.17,0.1,0.01
-1--2-93--,-0.42,0.04,-0.05,0.01
-1--2-93--,0.23,-0.36,0.17,0.01
-1--2-93--,-0.11,-0.2,-0.12,0.01
-1--2-93--,-0.43,0.22,0.06,0.01
-1--2-93--,-0.31,0.4,-0.23,0.01
-1--2-93--,0.06,0.31,-0.05,0.01
-1--2-93--,0.44,-0.24,-0.06,0.01
-1--0-93--,0.1,0.1,0.0,0.01
-1--0-93--,0.08,0.04,-0.12,0.01
-1--0-93--,-0.3,0.36,-0.09,0.01
-1--0-93--,-1.24,0.28,0.01,0.01
-1--0-93--,-0.79,0.0,-0.26,0.01
-1--0-93--,0.31,-0.23,0.02,0.01
-1--0-93--,-0.75,0.5,-0.1,0.01
-1--1-93--,0.32,-0.2,-0.18,0.01
-1--1-93--,0.18,-0.03,-0.11,0.01
-1--1-93--,1.14,-0.51,-0.06,0.01
-1--1-93--,-0.93,0.38,0.05,0.01
-1--1-93--,0.19,-0.53,-0.1,0.01
-1--1-93--,-0.25,0.04,0.31,0.01
-1--1-93--,-0.18,-0.34,0.06,0.01
-1--1-93--,-0.84,0.34,0.01,0.01
-1--2-93--,-1.55,0.58,0.1,0.01
-1--2-93--,0.17,-0.17,-0.22,0.01
-1--2-93--,-0.2,0.34,-0.04,0.01
-1--2-93--,0.16,-0.42,0.23,0.01
-1--2-93--,-0.98,0.54,0.15,0.01
-1--2-93--,-1.54,1.05,0.23,0.01
-1--3-93--,0.49,-0.47,-0.01,0.01
-1--0-93--,1.85,-1.04,-0.1,0.01
-1--0-93--,0.68,0.1,0.1,0.01
-1--0-93--,0.32,0.05,-0.12,0.01
-1--0-93--,-0.08,0.55,0.14,0.01
-1--0-93--,0.19,-0.43,0.26,0.01
-1--0-93--,-0.61,0.48,0.18,0.01
-1--0-93--,0.82,-0.66,0.18,0.01
-1--1-93--,0.27,-0.03,0.38,0.01
-1--1-93--,0.17,-0.34,0.19,0.01
-1--1-93--,-0.78,0.35,0.13,0.01
-1--1-93--,-0.22,0.11,-0.04,0.01
-1--1-93--,0.91,-0.2,0.03,0.01
-1--1-93--,0.64,-0.31,0.01,0.01
-1--2-93--,-0.67,0.49,0.32,0.01
-1--2-93--,-0.27,-0.03,0.25,0.01
-1--2-93--,0.64,-0.27,0.08,0.01
-1--2-93--,0.38,0.19,0.02,0.01
-1--2-93--,-0.37,0.33,-0.02,0.01
-1--2-93--,-0.18,0.21,0.19,0.01
-1--2-93--,0.55,-0.3,0.02,0.01
-1--2-93--,-0.36,0.21,-0.18,0.01
-1--3-93--,0.15,-0.04,0.13,0.01
-1--3-93--,-0.07,0.74,-0.03,0.01
-0--0-94--,-0.18,0.12,0.37,0.01
-0--0-94--,0.44,0.28,0.14,0.01
-0--0-94--,0.22,0.3,0.09,0.01
-0--0-94--,0.08,0.24,-0.14,0.01
-0--0-94--,0.86,-0.13,0.1,0.01
-0--1-94--,0.76,-0.18,0.05,0.01
-0--1-94--,-0.21,0.28,0.33,0.01
-0--1-94--,0.04,0.37,0.06,0.01
-0--1-94--,-0.48,0.34,-0.03,0.01
-0--1-94--,0.98,-0.36,0.17,0.01
-0--1-94--,-0.05,0.53,0.33,0.01
-0--1-94--,0.3,0.24,0.0,0.01
-0--1-94--,0.64,-0.17,0.0,0.01
-0--2-94--,0.25,0.0,-0.06,0.01
-0--2-94--,0.08,-0.18,-0.16,0.01
-0--2-94--,-1.41,0.79,0.34,0.01
-0--2-94--,0.46,-0.3,0.18,0.01
-0--2-94--,0.94,-0.5,0.07,0.01
-0--2-94--,0.75,0.01,0.26,0.01
-0--2-94--,-0.34,0.05,0.26,0.01
-0--3-94--,2.98,-1.47,0.58,0.01
-0--0-94--,0.4,0.18,0.15,0.01
-0--0-94--,-0.12,0.33,0.15,0.01
-0--0-94--,-0.59,0.36,0.03,0.01
-0--0-94--,-1.38,0.17,0.34,0.01
-0--0-94--,-0.47,-0.2,-0.34,0.01
-0--0-94--,0.28,0.34,0.29,0.01
-0--0-94--,-0.11,0.41,-0.02,0.01
-0--1-94--,-0.11,0.08,0.0,0.01
-0--1-94--,0.03,-0.29,-0.13,0.01
-0--1-94--,1.13,-0.21,-0.02,0.01
-0--1-94--,-0.86,0.34,-0.31,0.01
-0--1-94--,0.32,0.31,0.05,0.01
-0--1-94--,-0.28,0.16,0.25,0.01
-0--1-94--,-0.28,0.3,0.11,0.01
-0--2-94--,-0.75,0.02,-0.19,0.01
-0--2-94--,0.52,-0.18,0.07,0.01
-0--2-94--,0.19,-0.14,-0.02,0.01
-0--2-94--,-0.13,-0.15,-0.02,0.01
-0--2-94--,0.14,-0.16,0.01,0.01
-0--2-94--,0.92,-0.25,0.11,0.01
-0--0-94--,-0.38,0.11,-0.07,0.01
-0--0-94--,-0.85,0.22,-0.17,0.01
-0--0-94--,-0.19,0.17,0.06,0.01
-0--0-94--,0.17,-0.16,0.11,0.01
-0--0-94--,0.28,0.12,0.33,0.01
-0--0-94--,0.12,0.03,0.08,0.01
-0--0-94--,-0.24,0.32,0.03,0.01
-0--1-94--,0.24,-0.08,0.4,0.01
-0--1-94--,-0.01,0.08,0.03,0.01
-0--1-94--,0.37,-0.37,0.24,0.01
-0--1-94--,0.15,-0.03,0.0,0.01
-0--1-94--,0.42,0.11,0.07,0.01
-0--1-94--,0.04,0.05,-0.15,0.01
-0--1-94--,-0.47,0.31,-0.21,0.01
-0--2-94--,-0.47,-0.1,-0.02,0.01
-0--2-94--,-0.19,0.22,0.22,0.01
-0--2-94--,-0.12,0.28,0.21,0.01
-0--2-94--,-0.02,-0.24,0.12,0.01
-0--2-94--,-0.56,0.3,-0.13,0.01
-0--2-94--,0.25,-0.89,0.39,0.01
-0--2-94--,-0.88,0.07,0.13,0.01
-0--3-94--,-0.94,-0.09,0.16,0.01
-0--3-94--,-0.46,0.19,0.11,0.01
-0--0-94--,-0.38,0.0,-0.1,0.01
-0--0-94--,-0.81,-0.1,0.21,0.01
-0--0-94--,0.99,-0.3,-0.69,0.01
-0--0-94--,0.52,0.14,0.33,0.01
-0--0-94--,0.45,-0.07,0.0,0.01
-0--0-94--,-0.3,0.24,0.23,0.01
-0--1-94--,0.93,-0.5,0.48,0.01
-0--1-94--,-0.32,0.33,0.41,0.01
-0--1-94--,0.15,-0.37,0.13,0.01
-0--1-94--,-0.34,0.14,0.17,0.01
-0--1-94--,0.5,-0.34,0.05,0.01
-0--1-94--,-0.12,0.0,0.1,0.01
-0--1-94--,-0.39,-0.15,-0.03,0.01
-0--2-94--,-0.55,0.16,0.26,0.01
-0--2-94--,0.17,-0.02,-0.4,0.01
-0--2-94--,0.55,0.05,-0.01,0.01
-0--2-94--,0.2,0.28,-0.05,0.01
-0--2-94--,0.39,0.07,0.12,0.01
-0--2-94--,0.33,-0.17,0.09,0.01
-0--2-94--,0.26,0.32,-0.09,0.01
-0--2-94--,0.09,0.11,0.0,0.01
-0--0-94--,0.06,0.0,-0.18,0.01
-0--0-94--,0.05,0.06,-0.16,0.01
-0--0-94--,-0.8,0.23,-0.16,0.01
-0--0-94--,-0.42,-0.09,0.0,0.01
-0--0-94--,0.34,-0.32,0.35,0.01
-0--0-94--,-0.77,0.38,0.02,0.01
-0--1-94--,-0.18,-0.4,-0.03,0.01
-0--1-94--,0.14,-0.32,0.33,0.01
-0--1-94--,0.41,-0.23,-0.03,0.01
-0--1-94--,-0.11,0.01,0.36,0.01
-0--1-94--,0.03,-0.08,0.06,0.01
-0--1-94--,0.36,-0.41,0.28,0.01
-0--1-94--,1.0,-0.11,0.28,0.01
-0--1-94--,-0.18,0.2,-0.16,0.01
-0--2-94--,0.17,-0.04,0.09,0.01
-0--2-94--,0.01,-0.06,-0.07,0.01
-0--2-94--,-0.28,0.01,-0.09,0.01
-0--2-94--,-0.05,-0.05,0.1,0.01
-0--2-94--,-0.22,0.08,0.0,0.01
-0--2-94--,0.38,-0.12,0.15,0.01
-0--3-94--,-0.01,-0.13,0.18,0.01
-0--3-94--,-0.11,-0.05,0.04,0.01
-0--0-94--,0.17,-0.17,0.29,0.01
-0--0-94--,-0.19,0.21,-0.22,0.01
-0--0-94--,-0.19,-0.1,-0.15,0.01
-0--0-94--,-0.04,0.13,0.23,0.01
-0--0-94--,0.48,-0.44,-0.04,0.01
-0--0-94--,0.31,-0.4,0.44,0.01
-0--0-94--,0.12,-0.13,0.11,0.01
-0--1-94--,0.12,0.24,0.02,0.01
-0--1-94--,0.44,-0.06,0.2,0.01
-0--1-94--,-0.04,-0.12,-0.2,0.01
-0--1-94--,-0.19,0.42,-0.04,0.01
-0--1-94--,-0.39,0.11,-0.29,0.01
-0--1-94--,0.33,0.25,0.17,0.01
-0--2-94--,-0.92,0.22,-0.12,0.01
-0--2-94--,-0.32,-0.17,0.04,0.01
-0--2-94--,-0.42,-0.13,0.29,0.01
-0--2-94--,0.39,-0.47,0.53,0.01
-0--2-94--,-0.5,0.34,0.26,0.01
-0--2-94--,-0.28,-0.43,-0.34,0.01
-0--2-94--,0.75,-0.35,0.08,0.01
-0--2-94--,0.53,-0.19,0.14,0.01
-0--3-94--,-0.06,0.53,-0.12,0.01
-0--0-94--,-0.34,0.11,0.04,0.01
-0--0-94--,0.31,-0.22,0.17,0.01
-0--0-94--,0.31,-0.2,0.28,0.01
-0--0-94--,-0.34,0.29,0.14,0.01
-0--0-94--,0.35,-0.2,0.02,0.01
-0--0-94--,0.25,0.05,-0.11,0.01
-0--1-94--,0.6,0.03,0.23,0.01
-0--1-94--,-0.12,0.15,-0.08,0.01
-0--1-94--,0.03,-0.06,-0.16,0.01
-0--1-94--,0.47,-0.33,-0.1,0.01
-0--1-94--,0.6,-0.14,0.12,0.01
-0--1-94--,-0.03,0.04,-0.01,0.01
-0--1-94--,-0.5,0.06,0.12,0.01
-0--2-94--,0.1,-0.05,0.24,0.01
-0--2-94--,-0.67,0.08,-0.04,0.01
-0--2-94--,-0.08,-0.03,0.13,0.01
-0--2-94--,-0.04,0.06,-0.12,0.01
-0--2-94--,0.1,-0.07,-0.07,0.01
-0--2-94--,-0.31,0.19,0.02,0.01
-0--2-94--,-0.55,-0.12,-0.17,0.01
-0--2-94--,0.99,-0.13,-0.01,0.01
-0--0-94--,0.44,-0.2,0.09,0.02
-0--0-94--,0.45,-0.4,0.11,0.02
-0--0-94--,0.18,0.12,0.15,0.02
-0--0-94--,-0.43,0.19,0.02,0.02
-0--0-94--,0.02,0.17,-0.11,0.02
-0--0-94--,-0.22,-0.08,-0.04,0.02
-0--0-94--,-0.1,0.19,-0.2,0.02
-0--1-94--,0.19,-0.12,-0.33,0.02
-0--1-94--,0.35,0.07,-0.2,0.02
-0--1-94--,-0.1,0.29,-0.38,0.02
-0--1-94--,-0.14,0.15,0.02,0.02
-0--1-94--,0.16,-0.25,-0.14,0.02
-0--1-94--,0.6,-0.16,-0.27,0.02
-0--1-94--,0.38,-0.03,-0.01,0.02
-0--1-94--,-0.31,0.33,0.06,0.02
-0--2-94--,0.12,0.2,-0.08,0.02
-0--2-94--,-0.02,0.01,-0.21,0.02
-0--2-94--,0.0,-0.19,-0.23,0.02
-0--2-94--,-0.04,0.2,0.07,0.02
-0--2-94--,-0.18,-0.34,-0.37,0.02
-0--2-94--,0.62,-0.25,0.12,0.02
-0--3-94--,0.24,-0.05,-0.02,0.02
-0--3-94--,-0.09,0.19,0.08,0.02
-0--0-94--,-0.13,0.13,0.06,0.02
-0--0-94--,0.38,0.09,0.33,0.02
-0--0-94--,-0.64,0.46,-0.05,0.02
-0--0-94--,0.05,-0.05,-0.03,0.02
-0--0-94--,-0.79,0.55,-0.01,0.02
-0--0-94--,-0.01,0.12,-0.21,0.02
-0--0-94--,-0.06,0.34,0.12,0.02
